ra,dec,z
354.058380,23.695940,0.083652
218.719583,40.748019,0.019510
85.483292,18.497500,0.015346
171.014359,-12.291489,0.017988
142.557060,69.117370,0.015149
140.376958,-9.691628,0.055079
18.679667,0.285331,0.044081
347.594330,7.588940,0.037865
62.258917,-1.160111,0.016576
144.186750,-21.147694,0.008700
192.255129,-9.452912,0.014029
160.117583,9.202333,0.020407
276.710167,51.137894,0.032750
197.038040,27.826360,0.023960
28.330680,17.314810,0.077987
243.822583,-61.131539,0.016653
200.216781,21.333692,0.090365
203.149220,-5.272590,0.029944
22.453797,-1.976972,0.018037
332.207083,38.151381,0.019557
121.289375,66.787556,0.016502
244.520708,21.551111,0.034325
168.545990,48.318680,0.007730
358.070680,-22.755520,0.048261
243.298917,1.591972,0.033618
30.415067,15.332814,0.044045
259.876083,47.701278,0.016694
169.450792,13.728211,0.025970
327.282542,0.444222,0.014633
191.977183,54.010578,0.011544
220.714948,8.760656,0.035908
239.373750,15.872761,0.017558
121.331250,22.963780,0.045480
178.232083,36.986556,0.003927
340.928609,24.365577,0.068656
19.182459,0.794626,0.075044
259.341792,41.066722,0.027459
145.089417,-6.988822,0.017642
179.957500,54.802110,0.078334
224.866521,58.002725,0.074671
325.820375,43.579889,0.017642
207.454740,-3.080080,0.047811
345.534480,-4.422276,0.093264
250.812762,32.674322,0.052951
320.924380,33.114600,0.048393
55.596908,39.241750,0.040523
42.248210,3.169580,0.013181
200.257488,58.550778,0.053369
24.348742,-0.311999,0.054876
161.066542,34.947106,0.068123
46.285900,37.900200,0.016708
27.431454,32.628419,0.036713
255.896414,31.353257,0.077377
10.466833,32.990333,0.015407
64.526125,-63.615069,0.017008
128.638833,-2.543361,0.015029
150.807258,1.895292,0.047923
244.699829,25.187906,0.040155
196.710208,15.575658,0.063503
45.385000,-15.015990,0.030021
43.566308,42.724764,0.020496
131.520250,59.695644,0.047076
162.766642,65.779556,0.011269
355.893250,0.568503,0.081358
216.826430,-1.675330,0.054857
44.972375,1.160715,0.071915
28.426670,29.936310,0.024742
1.557542,8.888194,0.037268
358.553992,27.409172,0.024400
224.181875,9.328472,0.080402
350.290846,33.400206,0.015210
255.466946,79.031739,0.064244
324.921050,24.406700,0.037038
347.856000,-1.865100,0.075197
50.673417,-37.203611,0.005588
36.338359,-8.649839,0.054812
1.726153,24.997919,0.058637
226.140025,35.964036,0.049992
245.544121,-1.514258,0.017025
277.043500,-71.694110,0.011729
239.127200,20.045922,0.032508
34.998458,-55.547278,0.059629
154.597167,-13.103111,0.031335
193.451125,-39.697100,0.011167
307.148083,25.735644,0.013292
336.600117,21.249064,0.030437
332.355458,-1.648000,0.032400
347.521054,30.223283,0.030766
221.986230,2.871924,0.064540
333.999735,-1.610731,0.097956
152.251250,-26.640111,0.045775
109.491208,9.693011,0.029245
33.319292,-7.661333,0.015095
60.961083,-2.655000,0.066176
162.570333,-12.108889,0.016647
145.228137,5.140600,0.007671
115.485542,-62.519111,0.035695
187.787500,-35.930489,0.020962
164.416488,37.661500,0.036004
176.023342,-4.673669,0.058295
326.889442,5.858417,0.059975
354.946464,0.205234,0.067344
229.869292,-9.880564,0.024501
145.781575,9.658744,0.060662
350.984333,16.775000,0.039845
171.409420,7.333560,0.074676
330.418542,-21.508394,0.016257
62.091875,-9.902944,0.069673
323.292667,-18.340583,0.048938
35.141369,4.454653,0.039541
36.859100,9.750158,0.054653
54.344333,-33.044472,0.038756
207.501375,-30.576167,0.013304
340.362042,39.289444,0.016210
322.154697,1.228150,0.048292
295.917875,56.110083,0.011270
185.313083,-21.998806,0.023979
187.841044,29.134436,0.016127
21.345233,34.025017,0.014922
134.271417,-20.035039,0.019587
219.458667,30.483944,0.035325
49.210988,80.784625,0.007567
215.587696,-0.393822,0.006309
159.985092,58.414917,0.071845
244.126392,35.708358,0.028100
29.453621,36.340556,0.014727
310.843333,80.154069,0.015690
339.194792,20.358772,0.055343
269.418167,50.038811,0.022023
20.739083,33.466111,0.012765
343.793430,-0.410280,0.067583
10.158035,-8.881820,0.077846
142.218570,-12.897167,0.042848
4.185330,15.342090,0.068701
139.053244,-16.304440,0.009371
9.074875,11.394583,0.034796
255.799000,61.457239,0.019592
320.257208,9.180667,0.019738
212.490667,17.542306,0.016998
350.127375,24.777611,0.026491
142.094042,27.444803,0.033798
214.296800,7.360670,0.059501
195.059625,27.954556,0.016381
274.898190,23.785890,0.016296
215.915842,-19.447258,0.036989
330.454458,13.055306,0.030788
38.001292,1.248194,0.021185
22.846667,60.320458,0.013971
21.774963,19.116897,0.042053
159.935650,15.034660,0.067231
161.756017,26.543814,0.022047
190.437058,35.068869,0.023600
136.891929,3.392261,0.013579
346.839708,2.907839,0.061689
192.885167,40.444608,0.066622
358.680485,-25.676137,0.029271
239.088792,36.537197,0.066667
120.556750,67.512150,0.085004
266.776333,57.301306,0.028012
161.236827,23.263728,0.049923
192.150042,-41.325981,0.010871
244.811420,40.420580,0.083326
324.286417,0.437167,0.049717
140.719208,21.987761,0.035576
337.674900,39.293120,0.015783
3.734167,-30.557806,0.064096
249.411667,72.373500,0.014254
277.509930,39.965090,0.017894
55.680208,-2.669378,0.047259
53.388583,-62.554083,0.028795
142.652420,21.411750,0.082679
16.704880,-46.983320,0.015366
247.565417,5.932981,0.050216
47.643750,4.269667,0.022318
75.889110,6.659934,0.028336
155.624590,15.096580,0.046771
146.107090,-18.548340,0.061197
333.831958,-65.548169,0.009854
193.141273,-9.775189,0.009683
33.992290,12.237390,0.017958
236.753175,-0.990256,0.030322
38.090963,22.747515,0.039963
102.653040,31.112380,0.018387
27.690708,21.759833,0.007958
42.530183,12.845914,0.033500
126.925125,21.487444,0.015142
131.469033,43.818842,0.079856
88.270042,-17.867639,0.010674
357.342802,19.207282,0.069632
14.390190,-1.388790,0.043855
154.527135,21.828240,0.005349
191.875708,-39.580028,0.016466
339.554917,35.491667,0.025830
70.035000,7.350000,0.016179
254.494792,-62.731583,0.016949
216.168850,26.626469,0.037839
133.514025,-7.189300,0.036060
236.744540,17.884040,0.011360
357.428908,-69.700661,0.038710
346.827954,-13.518787,0.067722
195.296729,53.815969,0.030539
121.864250,25.129150,0.021416
38.498667,20.975111,0.013532
164.967592,19.794933,0.028580
103.999542,55.400833,0.026565
309.471874,1.221122,0.078908
334.049190,37.473920,0.016964
39.616042,29.759011,0.016189
36.373308,41.843033,0.016658
191.015985,-5.102755,0.056193
320.382778,0.993306,0.032992
74.251454,-4.761122,0.012900
209.920700,-25.380800,0.038831
204.198300,5.141781,0.048220
258.899667,16.323833,0.030238
148.925583,69.673889,0.001033
40.951708,32.526028,0.014398
69.961458,7.065250,0.015439
174.618500,20.526229,0.026837
206.741583,60.970250,0.007146
48.140000,39.320917,0.014063
114.065670,-69.506390,0.005259
22.621605,9.240356,0.058218
208.360458,43.913478,0.063800
354.701796,-6.522657,0.005514
163.510771,46.026789,0.042322
17.102460,21.151600,0.075285
318.436708,13.575972,0.015864
174.507333,-32.330833,0.030702
183.061042,56.179753,0.031600
327.083667,-34.952950,0.015360
331.405583,44.837706,0.016515
56.127500,-44.639833,0.003675
31.156250,21.585681,0.029472
356.854583,28.387722,0.028941
266.013135,33.041044,0.075508
50.946650,40.564878,0.027893
205.268658,67.672092,0.010635
183.661454,12.229931,0.065197
162.029710,0.163500,0.040570
338.094487,30.828833,0.033500
300.036042,-55.367611,0.013752
305.074040,-23.743530,0.078547
198.757348,-15.951875,0.008479
193.705042,58.881875,0.008997
155.153790,-2.466750,0.063979
15.861208,-4.877611,0.016648
274.054500,55.590889,0.018174
51.506387,40.694914,0.013472
170.969760,-5.551820,0.055894
134.895460,45.926190,0.028745
18.142667,0.291981,0.017920
343.336167,32.132667,0.020301
338.530516,5.568381,0.013815
36.652208,12.148750,0.026708
145.806840,41.317280,0.045489
15.398080,17.101190,0.029341
1.239658,-6.354644,0.082761
133.644167,57.172167,0.017329
311.827467,0.312600,0.013400
244.248698,19.117184,0.036815
17.741856,0.276253,0.064256
243.624011,56.068104,0.066109
200.780120,52.649060,0.030813
206.757292,33.893239,0.017254
357.907565,20.140175,0.083432
141.491838,34.633364,0.025059
290.120210,54.208520,0.044044
38.892950,-6.063050,0.030032
185.697438,65.851278,0.009568
330.676792,-32.792639,0.008008
234.641950,13.347910,0.049701
132.309667,36.129644,0.025900
322.747061,13.989236,0.027577
86.939130,53.609000,0.026412
338.465333,20.802361,0.033175
349.061208,-42.569694,0.004560
239.095979,16.516089,0.016162
188.742983,50.851058,0.040333
86.284000,-79.396533,0.017769
191.287920,-0.459025,0.006199
273.122340,31.279810,0.023950
166.897870,22.851270,0.023318
351.772530,4.426065,0.039776
305.074042,-23.743528,0.078178
224.838333,-17.152594,0.067866
129.602542,25.759194,0.019279
74.848167,-11.130583,0.012962
308.798367,64.807336,0.008664
171.413271,22.830292,0.032100
214.698917,24.940833,0.018185
46.767837,16.331083,0.078375
65.707125,-82.069358,0.016275
52.746605,-28.167975,0.077179
315.299081,21.400508,0.056415
300.756960,-21.913400,0.017892
18.407667,0.423875,0.045922
289.696260,-84.697230,0.017130
318.101125,-7.814444,0.026601
252.463025,40.432160,0.028978
275.655833,15.702139,0.017166
94.663679,-54.470789,0.015809
27.950553,0.263376,0.057900
46.512083,-15.611550,0.008227
261.580571,23.133404,0.085879
318.097290,14.779190,0.028441
16.834920,32.399940,0.015994
332.642542,-22.663333,0.030381
211.968920,9.642000,0.055303
121.804625,5.683250,0.021849
353.329063,25.214117,0.065302
10.548829,-9.881242,0.053249
179.408542,37.447161,0.065677
107.920042,-26.685083,0.009220
191.723958,-11.642556,0.009454
340.067083,-66.485083,0.010549
77.953050,5.194249,0.014821
50.426667,42.097056,0.017934
359.656221,60.985392,0.006280
37.328125,-2.208706,0.069352
185.489875,4.471806,0.006390
213.904696,14.280206,0.019306
130.236938,44.524325,0.090840
23.672979,-0.605378,0.078489
44.599742,6.592956,0.020304
190.553117,-17.402069,0.037765
60.224208,-66.675169,0.024989
200.436875,31.246833,0.025002
212.175208,-21.596528,0.030001
197.651625,-4.485742,0.027159
195.244579,39.856850,0.035769
155.918333,-35.825211,0.016666
322.073583,-61.550000,0.074777
255.973554,31.501861,0.033757
49.934292,-27.007133,0.068761
200.489833,11.735753,0.064973
31.612829,-0.899539,0.078465
170.623793,56.407373,0.073264
128.237050,-3.857940,0.031562
272.710000,31.108972,0.022607
150.895833,-35.463222,0.050095
291.087292,-25.984556,0.019777
263.907500,8.808990,0.035417
320.889417,-8.760167,0.058880
240.713670,47.224780,0.020390
179.059971,25.354094,0.033320
170.161583,-3.546194,0.026366
69.622962,44.033839,0.013000
200.303760,40.265680,0.035770
27.176958,-48.649389,0.020673
92.236708,-27.795828,0.010448
52.553604,-0.974586,0.066511
9.749129,-9.015837,0.019203
259.330140,33.462020,0.030250
17.954925,14.640723,0.045558
183.112542,29.149350,0.014385
1.704271,8.630178,0.016306
66.083542,-31.987439,0.025461
88.858796,51.909506,0.019315
62.136150,2.378667,0.029648
338.344480,-1.357050,0.053198
6.321958,12.885056,0.015932
45.618750,-24.455972,0.051436
336.386833,-24.238917,0.024237
49.319150,41.382286,0.018848
43.239083,1.606736,0.035135
330.015333,-30.184261,0.016172
249.769683,8.360130,0.045459
101.431250,-31.231250,0.009817
195.134580,27.978080,0.024076
6.727872,36.333113,0.075895
206.461460,26.796500,0.051241
137.388396,50.280786,0.017341
259.959237,28.699294,0.081082
75.505379,-21.131983,0.015335
195.827420,-23.065780,0.073015
67.538325,-17.640487,0.082609
111.677083,47.093333,0.010477
294.186833,-37.551250,0.019407
251.810862,40.243444,0.029571
156.767188,16.018833,0.033499
190.736250,13.256580,0.004351
55.757917,-53.632444,0.057936
202.782792,-33.214028,0.051974
346.664570,-12.572800,0.031886
203.661000,-23.681431,0.009816
274.620420,36.318830,0.021020
163.344790,16.776360,0.004756
146.132510,-12.308200,0.047640
176.846958,23.364881,0.018045
116.656304,44.789586,0.031203
0.705703,0.751234,0.085038
152.333165,14.992482,0.032038
263.697810,-2.356816,0.067067
1.473320,8.430100,0.039738
177.014454,30.356394,0.021732
345.819000,8.872167,0.015139
328.468402,4.495239,0.044006
14.373150,-22.587205,0.041931
176.110600,-28.457560,0.029884
330.591000,-18.916778,0.007744
33.530642,23.630719,0.031731
349.793242,9.198383,0.039666
257.760833,5.840844,0.022389
201.389933,-24.652276,0.034226
109.863583,54.230028,0.067684
36.840430,-23.929250,0.016321
101.908750,74.497500,0.013334
2.096417,-20.870917,0.068867
330.454451,13.055297,0.030129
144.151250,-63.948522,0.010418
75.173125,62.244056,0.017264
199.199633,43.520369,0.086459
167.624325,55.160842,0.058368
204.369667,4.103139,0.024098
357.873083,-13.379556,0.022811
71.666458,-26.987639,0.059944
243.186750,28.284222,0.024828
108.874500,23.428444,0.021804
222.409583,25.370200,0.034568
14.963360,-11.032655,0.056095
318.754292,-47.210389,0.015821
323.742167,-62.735389,0.050202
241.365083,17.830222,0.034526
171.838417,59.630061,0.017557
41.667573,-1.804254,0.022641
146.264750,64.260139,0.018155
157.468142,20.669372,0.020241
213.963375,-48.134056,0.015292
340.670663,22.255808,0.096560
163.226000,23.598000,0.061426
303.125000,-44.109761,0.018530
260.690108,62.164075,0.026137
195.812746,50.618758,0.024200
173.845179,-21.715253,0.013365
132.432990,12.298117,0.051522
353.865347,19.223006,0.070601
318.428432,-0.837790,0.091557
49.976960,41.564860,0.019768
43.194630,46.946390,0.027485
128.758371,-8.337778,0.043604
25.140420,18.510104,0.062419
219.312708,38.456417,0.012646
24.650330,-4.680010,0.047763
287.879671,77.893031,0.074704
79.393212,-23.781787,0.031357
45.604125,-58.132361,0.059767
210.912750,-33.978500,0.014705
98.537500,-25.184610,0.025535
232.504542,12.986917,0.013948
105.402664,14.133118,0.026841
241.732709,3.004231,0.042574
36.453708,18.533333,0.004206
132.481200,56.099170,0.040450
196.259925,28.740308,0.029702
140.466958,51.001833,0.002688
266.293333,18.140778,0.009993
12.028667,27.624583,0.015564
7.461750,31.392744,0.019959
179.058983,60.522131,0.033757
269.874050,43.390060,0.025216
226.464920,-5.626960,0.021098
334.388542,33.255917,0.036529
117.986458,73.009611,0.011654
212.263108,32.415628,0.057343
238.358000,39.385583,0.070901
130.011600,43.442458,0.087952
178.438333,48.422442,0.053526
136.153812,-19.785983,0.019692
46.381382,12.010717,0.042930
340.450486,17.627486,0.085170
170.355417,34.339806,0.035882
37.665370,42.235810,0.018547
250.667632,50.597519,0.073832
14.382920,30.185230,0.015287
340.541752,19.994485,0.029754
268.711417,18.330694,0.010164
158.714083,-34.441667,0.070761
52.319370,-23.978640,0.021565
101.009000,12.396620,0.013522
9.057230,7.168929,0.061502
159.377567,65.016050,0.022900
180.470000,-18.972712,0.006673
110.538000,-29.226561,0.010747
2.960264,-0.339205,0.062145
351.710304,-0.730058,0.090565
32.871170,-16.510290,0.052286
224.868721,16.653269,0.034127
49.588708,-41.609681,0.065641
252.643704,60.276339,0.055842
74.864792,-58.828944,0.045098
341.261925,34.004278,0.022223
308.246333,9.872028,0.014307
49.957958,41.505239,0.017000
348.108283,13.913647,0.032631
192.404463,28.329394,0.050959
228.453951,1.861604,0.078894
331.340760,3.359646,0.079542
259.458279,40.881214,0.031174
212.860380,1.285960,0.025819
44.488087,46.865608,0.036405
48.800204,43.170386,0.049433
229.995500,4.904647,0.040284
332.686792,-20.788111,0.061181
200.842500,-26.107972,0.032725
36.800154,-4.534686,0.063354
55.711500,-1.874717,0.008911
104.615000,-28.763661,0.008124
212.418700,-0.656670,0.024701
353.480917,4.516750,0.068684
14.850435,0.002595,0.061697
31.593875,-52.024081,0.019183
160.674538,58.843828,0.032118
310.166125,-54.310067,0.010462
210.567708,-11.352361,0.037248
177.727083,2.305989,0.029739
204.601191,9.669802,0.088350
328.366500,-34.406010,0.011122
21.756833,2.809117,0.074560
236.130000,16.303560,0.049957
4.916175,26.763665,0.066338
128.828583,28.468278,0.007956
24.148042,34.032853,0.069361
8.686120,-6.159550,0.057079
199.178208,-55.299969,0.017194
275.764996,29.897053,0.026600
52.392708,10.973111,0.022597
191.603000,11.948917,0.047020
224.021504,45.404825,0.036600
184.812042,22.427192,0.023300
196.914410,6.337390,0.024928
181.337113,40.945675,0.045841
79.173083,6.491500,0.033004
340.425202,-0.136911,0.056596
197.991670,14.566360,0.027699
133.634292,36.511417,0.025771
109.440410,23.344610,0.008123
150.130202,4.407147,0.014043
201.042167,-23.877583,0.025928
348.939670,-1.339930,0.024055
332.095800,-10.306385,0.081252
100.260458,-38.038611,0.034475
146.642888,30.655353,0.034308
79.834542,-17.611589,0.023495
152.690250,-3.777540,0.060794
45.973750,-11.994278,0.012886
341.260374,8.944164,0.023462
93.139160,-14.257400,0.035920
19.674083,-7.444694,0.016714
215.084670,-9.300890,0.049522
218.648867,59.334425,0.006600
167.386000,28.631008,0.039145
30.988320,-5.872271,0.055871
241.812542,7.972333,0.009587
248.332960,23.731190,0.033373
300.713112,49.317272,0.022917
24.116496,-5.671774,0.076942
189.740471,11.129417,0.061457
330.202208,-13.121444,0.068819
191.412638,35.086711,0.032900
41.458625,-17.929372,0.092145
51.936008,-28.487053,0.073168
151.707333,-7.686764,0.056490
77.183292,70.475633,0.016051
11.660329,36.332694,0.035967
211.630417,-5.446944,0.010388
46.729833,41.509139,0.015371
18.377625,49.609694,0.017467
6.319461,12.886845,0.016510
224.886333,16.669889,0.035621
188.509979,7.701583,0.003047
358.154920,14.552560,0.025241
48.242667,-11.711147,0.057200
206.929583,-30.932506,0.015815
27.901125,19.104694,0.032682
207.059792,-11.644050,0.086024
213.237792,52.743664,0.082637
33.770083,-20.766274,0.052193
149.826973,-19.473776,0.013306
121.530830,-22.563570,0.017334
224.838338,-17.152595,0.068226
227.311708,-11.334222,0.006846
149.526042,10.359400,0.019052
325.820375,43.579889,0.012990
145.813575,36.284344,0.021845
99.313679,49.853019,0.019476
34.972000,29.034083,0.015809
348.820850,19.022661,0.014571
331.013030,-10.218220,0.056296
70.602710,-21.724330,0.067312
139.934042,33.763722,0.023849
34.663542,-6.903000,0.015973
29.429281,-0.179452,0.076658
37.596550,-20.683350,0.015602
164.014332,28.144343,0.077765
205.920792,3.900028,0.024199
346.393428,9.124259,0.037367
80.495292,3.484919,0.015105
257.599670,26.396640,0.041319
199.504708,-26.845917,0.007789
83.194250,-14.045944,0.010573
211.686120,-34.454840,0.016465
46.972917,-69.029778,0.035911
234.779160,9.294580,0.044334
166.826829,76.697367,0.017337
75.804750,-22.833100,0.015472
242.164208,12.011169,0.016439
198.235038,47.453450,0.028762
21.558208,-6.103889,0.005557
196.980354,34.085303,0.034570
52.461733,0.056827,0.036535
209.609417,-34.516089,0.017505
181.012035,20.245124,0.025124
233.007633,68.243367,0.021872
5.171020,25.229100,0.034455
226.375300,1.634000,0.004742
80.570898,-25.596391,0.031360
188.474750,-7.378583,0.026635
170.926167,-22.270694,0.028526
128.342833,-76.627739,0.019672
40.181708,-34.740519,0.099207
215.313042,61.571083,0.036720
346.274417,-3.200278,0.030810
339.246700,-25.232010,0.010395
355.449333,-3.669000,0.020950
8.797167,23.254194,0.035644
332.865979,-0.029744,0.049655
190.651750,-40.746331,0.015899
190.275625,50.391253,0.016118
281.574333,-65.761611,0.015089
15.279333,-10.311083,0.028922
156.801954,71.415431,0.035250
266.032221,40.880856,0.039124
150.991500,49.041190,0.070462
187.983375,14.426472,0.008698
169.810700,20.808995,0.021904
338.389750,-1.162611,0.055205
268.025540,21.565970,0.020141
314.716300,-2.974200,0.018563
50.997792,37.758514,0.017937
65.451290,-15.755590,0.030527
117.045880,28.230290,0.027787
312.387741,-0.761723,0.093910
149.646260,0.742970,0.066030
128.819500,48.316972,0.043543
82.275292,-35.193944,0.058474
272.336290,18.298180,0.017918
50.130917,41.511361,0.014426
152.716950,-66.647310,0.006940
215.380633,23.948203,0.050745
203.689540,13.853970,0.024255
37.765708,-20.147083,0.032320
305.503500,-51.796194,0.019147
86.926708,-79.214289,0.017415
188.934708,-0.221114,0.024017
112.572500,25.032190,0.043282
106.419708,50.586250,0.019943
195.180675,27.961467,0.027700
174.304329,15.435164,0.014653
127.888865,-1.199407,0.031968
122.311500,-18.653639,0.050604
354.341289,19.931417,0.053926
278.986450,-63.373930,0.011064
311.390256,14.787733,0.049259
241.732708,3.004231,0.032173
23.562720,-17.812080,0.043904
37.322830,18.087870,0.014230
34.690917,-6.641919,0.016721
203.845750,-34.160278,0.024546
335.224833,33.292694,0.015174
23.039417,-23.054194,0.051089
251.508083,6.466472,0.025429
239.794010,14.641500,0.073988
184.313192,46.726800,0.034122
58.595098,-19.181772,0.024693
5.714146,6.969819,0.039173
202.774271,-15.101822,0.015182
215.075260,-22.189060,0.054306
194.852162,28.347600,0.068471
39.015548,-17.263820,0.031426
200.378052,-2.149024,0.035767
75.933290,3.412470,0.052674
182.028340,65.177190,0.004885
121.551575,-27.562606,0.004052
352.125429,22.427236,0.010500
334.331333,35.580556,0.019998
128.379567,41.517833,0.025851
91.147850,-12.628575,0.007700
222.152679,-4.741919,0.042559
259.726528,45.543682,0.061009
2.667792,-49.945361,0.060711
177.867490,22.026360,0.026763
65.184375,-8.598819,0.036872
247.580525,21.085344,0.055270
9.424730,1.762820,0.079001
